ecosystem	name	version	scope	direct	source	checksum	lock_key
rust	deranged	0.5.8	runtime	false	registry+https://github.com/rust-lang/crates.io-index	7cd812cc2bc1d69d4764bd80df88b4317eaef9e773c75226407d9bc0876b211c	cargo:deranged@0.5.8:crates.io
rust	digest	0.10.7	runtime	false	registry+https://github.com/rust-lang/crates.io-index	9ed9a281f7bc9b7576e61468ba615a66a5c8cfdff42420a70aa82701a3b1e292	cargo:digest@0.10.7:crates.io
rust	displaydoc	0.2.6	runtime	false	registry+https://github.com/rust-lang/crates.io-index	1ac70aa55017e108007fbaf5aa0f54b021c98f92ff8af59d42eda9da96e3dd4f	cargo:displaydoc@0.2.6:crates.io
rust	dunce	1.0.5	runtime	false	registry+https://github.com/rust-lang/crates.io-index	92773504d58c093f6de2459af4af33faa518c13451eb8f2b5698ed3d36e7c813	cargo:dunce@1.0.5:crates.io
rust	errno	0.3.14	runtime	false	registry+https://github.com/rust-lang/crates.io-index	39cab71617ae0d63f51a36d69f866391735b51691dbda63cf6f96d042b63efeb	cargo:errno@0.3.14:crates.io
rust	fallible-iterator	0.3.0	runtime	false	registry+https://github.com/rust-lang/crates.io-index	2acce4a10f12dc2fb14a218589d4f1f62ef011b2d0cc4b3cb1bba8e94da14649	cargo:fallible-iterator@0.3.0:crates.io
rust	fallible-streaming-iterator	0.1.9	runtime	false	registry+https://github.com/rust-lang/crates.io-index	7360491ce676a36bf9bb3c56c1aa791658183a54d2744120f27285738d90465a	cargo:fallible-streaming-iterator@0.1.9:crates.io
rust	fastrand	2.4.1	dev	false	registry+https://github.com/rust-lang/crates.io-index	9f1f227452a390804cdb637b74a86990f2a7d7ba4b7d5693aac9b4dd6defd8d6	cargo:fastrand@2.4.1:crates.io
rust	find-msvc-tools	0.1.9	runtime	false	registry+https://github.com/rust-lang/crates.io-index	5baebc0774151f905a1a2cc41989300b1e6fbb29aff0ceffa1064fdd3088d582	cargo:find-msvc-tools@0.1.9:crates.io
rust	flate2	1.1.9	runtime	false	registry+https://github.com/rust-lang/crates.io-index	843fba2746e448b37e26a819579957415c8cef339bf08564fe8b7ddbd959573c	cargo:flate2@1.1.9:crates.io
rust	form_urlencoded	1.2.2	runtime	false	registry+https://github.com/rust-lang/crates.io-index	cb4cb245038516f5f85277875cdaa4f7d2c9a0fa0468de06ed190163b1581fcf	cargo:form_urlencoded@1.2.2:crates.io
rust	fs_extra	1.3.0	runtime	false	registry+https://github.com/rust-lang/crates.io-index	42703706b716c37f96a77aea830392ad231f44c9e9a67872fa5548707e11b11c	cargo:fs_extra@1.3.0:crates.io
rust	futures-channel	0.3.32	runtime	false	registry+https://github.com/rust-lang/crates.io-index	07bbe89c50d7a535e539b8c17bc0b49bdb77747034daa8087407d655f3f7cc1d	cargo:futures-channel@0.3.32:crates.io
rust	futures-core	0.3.32	runtime	false	registry+https://github.com/rust-lang/crates.io-index	7e3450815272ef58cec6d564423f6e755e25379b217b0bc688e295ba24df6b1d	cargo:futures-core@0.3.32:crates.io
rust	futures-sink	0.3.32	runtime	false	registry+https://github.com/rust-lang/crates.io-index	c39754e157331b013978ec91992bde1ac089843443c49cbc7f46150b0fad0893	cargo:futures-sink@0.3.32:crates.io
rust	futures-task	0.3.32	runtime	false	registry+https://github.com/rust-lang/crates.io-index	037711b3d59c33004d3856fbdc83b99d4ff37a24768fa1be9ce3538a1cde4393	cargo:futures-task@0.3.32:crates.io
rust	futures-util	0.3.32	runtime	false	registry+https://github.com/rust-lang/crates.io-index	389ca41296e6190b48053de0321d02a77f32f8a5d2461dd38762c0593805c6d6	cargo:futures-util@0.3.32:crates.io
rust	generic-array	0.14.7	runtime	false	registry+https://github.com/rust-lang/crates.io-index	85649ca51fd72272d7821adaf274ad91c288277713d9c18820d8499a7ff69e9a	cargo:generic-array@0.14.7:crates.io
rust	getrandom	0.2.17	runtime	false	registry+https://github.com/rust-lang/crates.io-index	ff2abc00be7fca6ebc474524697ae276ad847ad0a6b3faa4bcb027e9a4614ad0	cargo:getrandom@0.2.17:crates.io
rust	getrandom	0.3.4	runtime	false	registry+https://github.com/rust-lang/crates.io-index	899def5c37c4fd7b2664648c28120ecec138e4d395b459e5ca34f9cce2dd77fd	cargo:getrandom@0.3.4:crates.io
rust	getrandom	0.4.3	runtime	false	registry+https://github.com/rust-lang/crates.io-index	300e883d756b2e4ec94e02791f39b04b522276138852cfc41d9fb7e904106099	cargo:getrandom@0.4.3:crates.io
rust	http	1.4.2	runtime	false	registry+https://github.com/rust-lang/crates.io-index	6970f50e31d6fc17d3fa27329444bfa74e196cf62e95052a3f6fee181dba6425	cargo:http@1.4.2:crates.io
rust	http-body	1.0.1	runtime	false	registry+https://github.com/rust-lang/crates.io-index	1efedce1fb8e6913f23e0c92de8e62cd5b772a67e7b3946df930a62566c93184	cargo:http-body@1.0.1:crates.io
rust	http-body-util	0.1.3	runtime	false	registry+https://github.com/rust-lang/crates.io-index	b021d93e26becf5dc7e1b75b1bed1fd93124b374ceb73f43d4d4eafec896a64a	cargo:http-body-util@0.1.3:crates.io
rust	http-range-header	0.4.2	runtime	false	registry+https://github.com/rust-lang/crates.io-index	9171a2ea8a68358193d15dd5d70c1c10a2afc3e7e4c5bc92bc9f025cebd7359c	cargo:http-range-header@0.4.2:crates.io
rust	httparse	1.10.1	runtime	false	registry+https://github.com/rust-lang/crates.io-index	6dbf3de79e51f3d586ab4cb9d5c3e2c14aa28ed23d180cf89b4df0454a69cc87	cargo:httparse@1.10.1:crates.io
rust	httpdate	1.0.3	runtime	false	registry+https://github.com/rust-lang/crates.io-index	df3b46402a9d5adb4c86a0cf463f42e19994e3ee891101b1841f30a545cb49a9	cargo:httpdate@1.0.3:crates.io
rust	hyper	1.10.1	runtime	false	registry+https://github.com/rust-lang/crates.io-index	55281c53a1894c864990125767da440a4e630446785086f52523b20033b74498	cargo:hyper@1.10.1:crates.io
rust	hyper-rustls	0.27.9	runtime	false	registry+https://github.com/rust-lang/crates.io-index	33ca68d021ef39cf6463ab54c1d0f5daf03377b70561305bb89a8f83aab66e0f	cargo:hyper-rustls@0.27.9:crates.io
rust	hyper-util	0.1.20	runtime	false	registry+https://github.com/rust-lang/crates.io-index	96547c2556ec9d12fb1578c4eaf448b04993e7fb79cbaad930a656880a6bdfa0	cargo:hyper-util@0.1.20:crates.io
rust	icu_collections	2.2.0	runtime	false	registry+https://github.com/rust-lang/crates.io-index	2984d1cd16c883d7935b9e07e44071dca8d917fd52ecc02c04d5fa0b5a3f191c	cargo:icu_collections@2.2.0:crates.io
rust	icu_locale_core	2.2.0	runtime	false	registry+https://github.com/rust-lang/crates.io-index	92219b62b3e2b4d88ac5119f8904c10f8f61bf7e95b640d25ba3075e6cac2c29	cargo:icu_locale_core@2.2.0:crates.io
rust	icu_normalizer	2.2.0	runtime	false	registry+https://github.com/rust-lang/crates.io-index	c56e5ee99d6e3d33bd91c5d85458b6005a22140021cc324cea84dd0e72cff3b4	cargo:icu_normalizer@2.2.0:crates.io
rust	icu_normalizer_data	2.2.0	runtime	false	registry+https://github.com/rust-lang/crates.io-index	da3be0ae77ea334f4da67c12f149704f19f81d1adf7c51cf482943e84a2bad38	cargo:icu_normalizer_data@2.2.0:crates.io
rust	icu_properties	2.2.0	runtime	false	registry+https://github.com/rust-lang/crates.io-index	bee3b67d0ea5c2cca5003417989af8996f8604e34fb9ddf96208a033901e70de	cargo:icu_properties@2.2.0:crates.io
rust	icu_properties_data	2.2.0	runtime	false	registry+https://github.com/rust-lang/crates.io-index	8e2bbb201e0c04f7b4b3e14382af113e17ba4f63e2c9d2ee626b720cbce54a14	cargo:icu_properties_data@2.2.0:crates.io
rust	icu_provider	2.2.0	runtime	false	registry+https://github.com/rust-lang/crates.io-index	139c4cf31c8b5f33d7e199446eff9c1e02decfc2f0eec2c8d71f65befa45b421	cargo:icu_provider@2.2.0:crates.io
rust	idna	1.1.0	runtime	false	registry+https://github.com/rust-lang/crates.io-index	3b0875f23caa03898994f6ddc501886a45c7d3d62d04d2d90788d47be1b1e4de	cargo:idna@1.1.0:crates.io
rust	idna_adapter	1.2.2	runtime	false	registry+https://github.com/rust-lang/crates.io-index	cb68373c0d6620ef8105e855e7745e18b0d00d3bdb07fb532e434244cdb9a714	cargo:idna_adapter@1.2.2:crates.io
rust	include_dir	0.7.4	runtime	true	registry+https://github.com/rust-lang/crates.io-index	923d117408f1e49d914f1a379a309cffe4f18c05cf4e3d12e613a15fc81bd0dd	cargo:include_dir@0.7.4:crates.io
rust	include_dir_macros	0.7.4	runtime	false	registry+https://github.com/rust-lang/crates.io-index	7cab85a7ed0bd5f0e76d93846e0147172bed2e2d3f859bcc33a8d9699cad1a75	cargo:include_dir_macros@0.7.4:crates.io
rust	ipnet	2.12.0	runtime	false	registry+https://github.com/rust-lang/crates.io-index	d98f6fed1fde3f8c21bc40a1abb88dd75e67924f9cffc3ef95607bad8017f8e2	cargo:ipnet@2.12.0:crates.io
rust	is-docker	0.2.0	runtime	false	registry+https://github.com/rust-lang/crates.io-index	928bae27f42bc99b60d9ac7334e3a21d10ad8f1835a4e12ec3ec0464765ed1b3	cargo:is-docker@0.2.0:crates.io
rust	is-wsl	0.4.0	runtime	false	registry+https://github.com/rust-lang/crates.io-index	173609498df190136aa7dea1a91db051746d339e18476eed5ca40521f02d7aa5	cargo:is-wsl@0.4.0:crates.io
rust	itoa	1.0.18	runtime	false	registry+https://github.com/rust-lang/crates.io-index	8f42a60cbdf9a97f5d2305f08a87dc4e09308d1276d28c869c684d7777685682	cargo:itoa@1.0.18:crates.io
rust	jiff	0.2.32	runtime	true	registry+https://github.com/rust-lang/crates.io-index	961d16382652bfdd8c6f68b223b26a8c93e0d475c672f414411db31c6c5c900e	cargo:jiff@0.2.32:crates.io
rust	jiff-static	0.2.32	runtime	false	registry+https://github.com/rust-lang/crates.io-index	d0879bd39df99c4c5e2c6615ccc026391a423dde10532c573e6086eb94a802cc	cargo:jiff-static@0.2.32:crates.io
rust	jiff-tzdb	0.1.8	runtime	false	registry+https://github.com/rust-lang/crates.io-index	142bd39932ad231f10513df9ab62661fead8719872150b7ad02a2df79f4e141e	cargo:jiff-tzdb@0.1.8:crates.io
rust	jni	0.22.4	runtime	false	registry+https://github.com/rust-lang/crates.io-index	5efd9a482cf3a427f00d6b35f14332adc7902ce91efb778580e180ff90fa3498	cargo:jni@0.22.4:crates.io
rust	jni-macros	0.22.4	runtime	false	registry+https://github.com/rust-lang/crates.io-index	a00109accc170f0bdb141fed3e393c565b6f5e072365c3bd58f5b062591560a3	cargo:jni-macros@0.22.4:crates.io
rust	jni-sys	0.4.1	runtime	false	registry+https://github.com/rust-lang/crates.io-index	c6377a88cb3910bee9b0fa88d4f42e1d2da8e79915598f65fb0c7ee14c878af2	cargo:jni-sys@0.4.1:crates.io
rust	jni-sys-macros	0.4.1	runtime	false	registry+https://github.com/rust-lang/crates.io-index	38c0b942f458fe50cdac086d2f946512305e5631e720728f2a61aabcd47a6264	cargo:jni-sys-macros@0.4.1:crates.io
rust	jobserver	0.1.35	runtime	false	registry+https://github.com/rust-lang/crates.io-index	1c00acbd29eabad4a2392fa0e921c874934dbbf4194312ad20f04a0ed67a3cb3	cargo:jobserver@0.1.35:crates.io
rust	js-sys	0.3.103	runtime	false	registry+https://github.com/rust-lang/crates.io-index	53b44bfcdb3f8d5837a46dae1ca9660a837176eee74a28b229bc626816589102	cargo:js-sys@0.3.103:crates.io
rust	lazy_static	1.5.0	runtime	false	registry+https://github.com/rust-lang/crates.io-index	bbd2bcb4c963f2ddae06a2efc7e9f3591312473c50c6685e1f298068316e66fe	cargo:lazy_static@1.5.0:crates.io
rust	libc	0.2.186	runtime	false	registry+https://github.com/rust-lang/crates.io-index	68ab91017fe16c622486840e4c83c9a37afeff978bd239b5293d61ece587de66	cargo:libc@0.2.186:crates.io
rust	libsqlite3-sys	0.38.1	runtime	false	registry+https://github.com/rust-lang/crates.io-index	f6c19a05435c21ac299d71b6a9c13db3e3f47c520517d58990a462a1397a61db	cargo:libsqlite3-sys@0.38.1:crates.io
rust	linux-raw-sys	0.12.1	dev	false	registry+https://github.com/rust-lang/crates.io-index	32a66949e030da00e8c7d4434b251670a91556f4144941d37452769c25d58a53	cargo:linux-raw-sys@0.12.1:crates.io
rust	litemap	0.8.2	runtime	false	registry+https://github.com/rust-lang/crates.io-index	92daf443525c4cce67b150400bc2316076100ce0b3686209eb8cf3c31612e6f0	cargo:litemap@0.8.2:crates.io
rust	log	0.4.33	runtime	false	registry+https://github.com/rust-lang/crates.io-index	0ceec5bc11778974d1bcb055b18002eba7f4b3518b6a0081b3af5f21666da9ad	cargo:log@0.4.33:crates.io
rust	lru-slab	0.1.2	runtime	false	registry+https://github.com/rust-lang/crates.io-index	112b39cec0b298b6c1999fee3e31427f74f676e4cb9879ed1a121b43661a4154	cargo:lru-slab@0.1.2:crates.io
rust	matchers	0.2.0	runtime	false	registry+https://github.com/rust-lang/crates.io-index	d1525a2a28c7f4fa0fc98bb91ae755d1e2d1505079e05539e35bc876b5d65ae9	cargo:matchers@0.2.0:crates.io
rust	matchit	0.8.4	runtime	false	registry+https://github.com/rust-lang/crates.io-index	47e1ffaa40ddd1f3ed91f717a33c8c0ee23fff369e3aa8772b9605cc1d22f4c3	cargo:matchit@0.8.4:crates.io
rust	memchr	2.8.3	runtime	false	registry+https://github.com/rust-lang/crates.io-index	cf8baf1c55e62ffcace7a9f06f4bd9cd3f0c4beb022d3b367256b91b87513d98	cargo:memchr@2.8.3:crates.io
rust	mime	0.3.17	runtime	false	registry+https://github.com/rust-lang/crates.io-index	6877bb514081ee2a7ff5ef9de3281f14a4dd4bceac4c09388074a6b5df8a139a	cargo:mime@0.3.17:crates.io
rust	mime_guess	2.0.5	runtime	false	registry+https://github.com/rust-lang/crates.io-index	f7c44f8e672c00fe5308fa235f821cb4198414e1c77935c1ab6948d3fd78550e	cargo:mime_guess@2.0.5:crates.io
rust	miniz_oxide	0.8.9	runtime	false	registry+https://github.com/rust-lang/crates.io-index	1fa76a2c86f704bdb222d66965fb3d63269ce38518b83cb0575fca855ebb6316	cargo:miniz_oxide@0.8.9:crates.io
rust	mio	1.2.1	runtime	false	registry+https://github.com/rust-lang/crates.io-index	02bd0af71c67b473010cbbc60715ee815645a4dc942899111f494b4b737d6fda	cargo:mio@1.2.1:crates.io
rust	num-conv	0.2.2	runtime	false	registry+https://github.com/rust-lang/crates.io-index	521739c6d2bac4aa25192232afe6841231376b2b26d4d9fae5ecf8ca5772e441	cargo:num-conv@0.2.2:crates.io
rust	num-traits	0.2.19	dev	false	registry+https://github.com/rust-lang/crates.io-index	071dfc062690e90b734c0b2273ce72ad0ffa95f0c74596bc250dcfd960262841	cargo:num-traits@0.2.19:crates.io
rust	once_cell	1.21.4	runtime	false	registry+https://github.com/rust-lang/crates.io-index	9f7c3e4beb33f85d45ae3e3a1792185706c8e16d043238c593331cc7cd313b50	cargo:once_cell@1.21.4:crates.io
rust	open	5.4.0	runtime	true	registry+https://github.com/rust-lang/crates.io-index	a0b3d059e795d52b8a72fef45658620edd4d9c359b338564aa14391ffa511ed5	cargo:open@5.4.0:crates.io
rust	openssl-probe	0.2.1	runtime	false	registry+https://github.com/rust-lang/crates.io-index	7c87def4c32ab89d880effc9e097653c8da5d6ef28e6b539d313baaacfbafcbe	cargo:openssl-probe@0.2.1:crates.io
rust	percent-encoding	2.3.2	runtime	false	registry+https://github.com/rust-lang/crates.io-index	9b4f627cb1b25917193a259e49bdad08f671f8d9708acfd5fe0a8c1455d87220	cargo:percent-encoding@2.3.2:crates.io
rust	pin-project-lite	0.2.17	runtime	false	registry+https://github.com/rust-lang/crates.io-index	a89322df9ebe1c1578d689c92318e070967d1042b512afbe49518723f4e6d5cd	cargo:pin-project-lite@0.2.17:crates.io
rust	pkg-config	0.3.33	runtime	false	registry+https://github.com/rust-lang/crates.io-index	19f132c84eca552bf34cab8ec81f1c1dcc229b811638f9d283dceabe58c5569e	cargo:pkg-config@0.3.33:crates.io
rust	portable-atomic	1.13.1	runtime	false	registry+https://github.com/rust-lang/crates.io-index	c33a9471896f1c69cecef8d20cbe2f7accd12527ce60845ff44c153bb2a21b49	cargo:portable-atomic@1.13.1:crates.io
rust	portable-atomic-util	0.2.7	runtime	false	registry+https://github.com/rust-lang/crates.io-index	c2a106d1259c23fac8e543272398ae0e3c0b8d33c88ed73d0cc71b0f1d902618	cargo:portable-atomic-util@0.2.7:crates.io
rust	potential_utf	0.1.5	runtime	false	registry+https://github.com/rust-lang/crates.io-index	0103b1cef7ec0cf76490e969665504990193874ea05c85ff9bab8b911d0a0564	cargo:potential_utf@0.1.5:crates.io
rust	powerfmt	0.2.0	runtime	false	registry+https://github.com/rust-lang/crates.io-index	439ee305def115ba05938db6eb1644ff94165c5ab5e9420d1c1bcedbba909391	cargo:powerfmt@0.2.0:crates.io
rust	ppv-lite86	0.2.21	runtime	false	registry+https://github.com/rust-lang/crates.io-index	85eae3c4ed2f50dcfe72643da4befc30deadb458a9b590d720cde2f2b1e97da9	cargo:ppv-lite86@0.2.21:crates.io
rust	proc-macro2	1.0.106	runtime	false	registry+https://github.com/rust-lang/crates.io-index	8fd00f0bb2e90d81d1044c2b32617f68fcb9fa3bb7640c23e9c748e53fb30934	cargo:proc-macro2@1.0.106:crates.io
rust	proptest	1.11.0	dev	true	registry+https://github.com/rust-lang/crates.io-index	4b45fcc2344c680f5025fe57779faef368840d0bd1f42f216291f0dc4ace4744	cargo:proptest@1.11.0:crates.io
rust	quinn	0.11.11	runtime	false	registry+https://github.com/rust-lang/crates.io-index	0c1a41e437b6bbd489372cd4971de128e85c855f56c57f283d20ff016cf7c0a8	cargo:quinn@0.11.11:crates.io
rust	quinn-proto	0.11.16	runtime	false	registry+https://github.com/rust-lang/crates.io-index	2f4bfc015262b9df63c8845072ce59068853ff5872180c2ce2f13038b970e560	cargo:quinn-proto@0.11.16:crates.io
rust	quinn-udp	0.5.15	runtime	false	registry+https://github.com/rust-lang/crates.io-index	35a133f956daabe89a61a685c2649f13d82d5aa4bd5d12d1277e1072a21c0694	cargo:quinn-udp@0.5.15:crates.io
rust	quote	1.0.46	runtime	false	registry+https://github.com/rust-lang/crates.io-index	dfbc457d0c7a0759a614551b11a6409e5951f6c7537be1f1b7682b9ae9230368	cargo:quote@1.0.46:crates.io
rust	r-efi	5.3.0	runtime	false	registry+https://github.com/rust-lang/crates.io-index	69cdb34c158ceb288df11e18b4bd39de994f6657d83847bdffdbd7f346754b0f	cargo:r-efi@5.3.0:crates.io
rust	r-efi	6.0.0	runtime	false	registry+https://github.com/rust-lang/crates.io-index	f8dcc9c7d52a811697d2151c701e0d08956f92b0e24136cf4cf27b57a6a0d9bf	cargo:r-efi@6.0.0:crates.io
rust	rand	0.10.2	runtime	false	registry+https://github.com/rust-lang/crates.io-index	c7f5fa3a058cd35567ef9bfa5e75732bee0f9e4c55fa90477bef2dfcdbc4be80	cargo:rand@0.10.2:crates.io
rust	rand	0.9.5	runtime	false	registry+https://github.com/rust-lang/crates.io-index	b9ef1d0d795eb7d84685bca4f72f3649f064e6641543d3a8c415898726a57b41	cargo:rand@0.9.5:crates.io
rust	rand_chacha	0.9.0	runtime	false	registry+https://github.com/rust-lang/crates.io-index	d3022b5f1df60f26e1ffddd6c66e8aa15de382ae63b3a0c1bfc0e4d3e3f325cb	cargo:rand_chacha@0.9.0:crates.io
rust	rand_core	0.10.1	runtime	false	registry+https://github.com/rust-lang/crates.io-index	63b8176103e19a2643978565ca18b50549f6101881c443590420e4dc998a3c69	cargo:rand_core@0.10.1:crates.io
rust	rand_core	0.9.5	runtime	false	registry+https://github.com/rust-lang/crates.io-index	76afc826de14238e6e8c374ddcc1fa19e374fd8dd986b0d2af0d02377261d83c	cargo:rand_core@0.9.5:crates.io
rust	rand_pcg	0.10.2	runtime	false	registry+https://github.com/rust-lang/crates.io-index	caa0f4137e1c0a72f4c651489402276c8e8e1cf081f3b0ba156d2cbeef09e86a	cargo:rand_pcg@0.10.2:crates.io
rust	rand_xorshift	0.4.0	dev	false	registry+https://github.com/rust-lang/crates.io-index	513962919efc330f829edb2535844d1b912b0fbe2ca165d613e4e8788bb05a5a	cargo:rand_xorshift@0.4.0:crates.io
rust	rbcsp-dependency-baseline	0.0.0	runtime	true	repository:crates/dependency-baseline/Cargo.toml	NOT_APPLICABLE_LOCAL	cargo:rbcsp-dependency-baseline@0.0.0:local
rust	regex-automata	0.4.15	runtime	false	registry+https://github.com/rust-lang/crates.io-index	1f388202e4b80542a0921078cc23b6333bcf1409c1e3f86404cae4766a6131db	cargo:regex-automata@0.4.15:crates.io
rust	regex-syntax	0.8.11	runtime	false	registry+https://github.com/rust-lang/crates.io-index	d6f6ff9a378485b298a5286656da665ba74413d36db0979633275d2e708145d4	cargo:regex-syntax@0.8.11:crates.io
rust	reqwest	0.13.4	runtime	true	registry+https://github.com/rust-lang/crates.io-index	219c5811de6525e5416c7d5d53bb656d3afdbc6c5af816e0802bcfa42dbdc1c3	cargo:reqwest@0.13.4:crates.io
rust	ring	0.17.14	runtime	false	registry+https://github.com/rust-lang/crates.io-index	a4689e6c2294d81e88dc6261c768b63bc4fcdb852be6d1352498b114f61383b7	cargo:ring@0.17.14:crates.io
rust	rusqlite	0.40.1	runtime	true	registry+https://github.com/rust-lang/crates.io-index	11438310b19e3109b6446c33d1ed5e889428cf2e278407bc7896bc4aaea43323	cargo:rusqlite@0.40.1:crates.io
rust	rustc-hash	2.1.3	runtime	false	registry+https://github.com/rust-lang/crates.io-index	6b1e7f9a428571be2dc5bc0505c13fb6bf936822b894ec87abf8a08a4e51742d	cargo:rustc-hash@2.1.3:crates.io
rust	rustc_version	0.4.1	runtime	false	registry+https://github.com/rust-lang/crates.io-index	cfcb3a22ef46e85b45de6ee7e79d063319ebb6594faafcf1c225ea92ab6e9b92	cargo:rustc_version@0.4.1:crates.io
rust	rustix	1.1.4	dev	false	registry+https://github.com/rust-lang/crates.io-index	b6fe4565b9518b83ef4f91bb47ce29620ca828bd32cb7e408f0062e9930ba190	cargo:rustix@1.1.4:crates.io
rust	rustls	0.23.41	runtime	false	registry+https://github.com/rust-lang/crates.io-index	6b92b125634d9b795e7beca796cc790df15a7fb38323bf3196fda83292d06b1f	cargo:rustls@0.23.41:crates.io
rust	rustls-native-certs	0.8.4	runtime	false	registry+https://github.com/rust-lang/crates.io-index	dab5152771c58876a2146916e53e35057e1a4dfa2b9df0f0305b07f611fdea4d	cargo:rustls-native-certs@0.8.4:crates.io
rust	rustls-pki-types	1.15.0	runtime	false	registry+https://github.com/rust-lang/crates.io-index	764899a24af3980067ee14bc143654f297b22eaebfe3c7b6b211920a5a59b046	cargo:rustls-pki-types@1.15.0:crates.io
rust	rustls-platform-verifier	0.7.0	runtime	false	registry+https://github.com/rust-lang/crates.io-index	26d1e2536ce4f35f4846aa13bff16bd0ff40157cdb14cc056c7b14ba41233ba0	cargo:rustls-platform-verifier@0.7.0:crates.io
rust	rustls-platform-verifier-android	0.1.1	runtime	false	registry+https://github.com/rust-lang/crates.io-index	f87165f0995f63a9fbeea62b64d10b4d9d8e78ec6d7d51fb2125fda7bb36788f	cargo:rustls-platform-verifier-android@0.1.1:crates.io
rust	rustls-webpki	0.103.13	runtime	false	registry+https://github.com/rust-lang/crates.io-index	61c429a8649f110dddef65e2a5ad240f747e85f7758a6bccc7e5777bd33f756e	cargo:rustls-webpki@0.103.13:crates.io
rust	rustversion	1.0.23	runtime	false	registry+https://github.com/rust-lang/crates.io-index	cf54715a573b99ac80df0bc206da022bcd442c974952c7b9720069370852e21f	cargo:rustversion@1.0.23:crates.io
rust	ryu	1.0.23	runtime	false	registry+https://github.com/rust-lang/crates.io-index	9774ba4a74de5f7b1c1451ed6cd5285a32eddb5cccb8cc655a4e50009e06477f	cargo:ryu@1.0.23:crates.io
rust	same-file	1.0.6	runtime	false	registry+https://github.com/rust-lang/crates.io-index	93fc1dc3aaa9bfed95e02e6eadabb4baf7e3078b0bd1b4d7b6b0b68378900502	cargo:same-file@1.0.6:crates.io
rust	schannel	0.1.29	runtime	false	registry+https://github.com/rust-lang/crates.io-index	91c1b7e4904c873ef0710c1f407dde2e6287de2bebc1bbbf7d430bb7cbffd939	cargo:schannel@0.1.29:crates.io
rust	security-framework	3.7.0	runtime	false	registry+https://github.com/rust-lang/crates.io-index	b7f4bc775c73d9a02cde8bf7b2ec4c9d12743edf609006c7facc23998404cd1d	cargo:security-framework@3.7.0:crates.io
rust	security-framework-sys	2.17.0	runtime	false	registry+https://github.com/rust-lang/crates.io-index	6ce2691df843ecc5d231c0b14ece2acc3efb62c0a398c7e1d875f3983ce020e3	cargo:security-framework-sys@2.17.0:crates.io
rust	semver	1.0.28	runtime	false	registry+https://github.com/rust-lang/crates.io-index	8a7852d02fc848982e0c167ef163aaff9cd91dc640ba85e263cb1ce46fae51cd	cargo:semver@1.0.28:crates.io
rust	serde	1.0.228	runtime	true	registry+https://github.com/rust-lang/crates.io-index	9a8e94ea7f378bd32cbbd37198a4a91436180c5bb472411e48b5ec2e2124ae9e	cargo:serde@1.0.228:crates.io
rust	serde_core	1.0.228	runtime	false	registry+https://github.com/rust-lang/crates.io-index	41d385c7d4ca58e59fc732af25c3983b67ac852c1a25000afe1175de458b67ad	cargo:serde_core@1.0.228:crates.io
rust	serde_derive	1.0.228	runtime	false	registry+https://github.com/rust-lang/crates.io-index	d540f220d3187173da220f885ab66608367b6574e925011a9353e4badda91d79	cargo:serde_derive@1.0.228:crates.io
rust	serde_json	1.0.150	runtime	true	registry+https://github.com/rust-lang/crates.io-index	e8014e44b4736ed0538adeecded0fce2a272f22dc9578a7eb6b2d9993c74cfb9	cargo:serde_json@1.0.150:crates.io
rust	serde_path_to_error	0.1.20	runtime	false	registry+https://github.com/rust-lang/crates.io-index	10a9ff822e371bb5403e391ecd83e182e0e77ba7f6fe0160b795797109d1b457	cargo:serde_path_to_error@0.1.20:crates.io
rust	serde_urlencoded	0.7.1	runtime	false	registry+https://github.com/rust-lang/crates.io-index	d3491c14715ca2294c4d6a88f15e84739788c1d030eed8c110436aafdaa2f3fd	cargo:serde_urlencoded@0.7.1:crates.io
rust	sha1	0.10.7	runtime	false	registry+https://github.com/rust-lang/crates.io-index	a978451301f4db1d02937a4ab3ccce137717b81826e79b7d49ffe3244a13c3b8	cargo:sha1@0.10.7:crates.io
rust	sha2	0.10.9	runtime	true	registry+https://github.com/rust-lang/crates.io-index	a7507d819769d01a365ab707794a4084392c824f54a7a6a7862f8c3d0892b283	cargo:sha2@0.10.9:crates.io
rust	sharded-slab	0.1.7	runtime	false	registry+https://github.com/rust-lang/crates.io-index	f40ca3c46823713e0d4209592e8d6e826aa57e928f09752619fc696c499637f6	cargo:sharded-slab@0.1.7:crates.io
rust	shlex	2.0.1	runtime	false	registry+https://github.com/rust-lang/crates.io-index	f8fadd59c855ef2080decdef8ff161eb6661b86933c9d82e5ba29dc602a55aba	cargo:shlex@2.0.1:crates.io
rust	signal-hook-registry	1.4.8	runtime	false	registry+https://github.com/rust-lang/crates.io-index	c4db69cba1110affc0e9f7bcd48bbf87b3f4fc7c61fc9155afd4c469eb3d6c1b	cargo:signal-hook-registry@1.4.8:crates.io
rust	simd-adler32	0.3.9	runtime	false	registry+https://github.com/rust-lang/crates.io-index	703d5c7ef118737c72f1af64ad2f6f8c5e1921f818cdcb97b8fe6fc69bf66214	cargo:simd-adler32@0.3.9:crates.io
rust	simd_cesu8	1.1.1	runtime	false	registry+https://github.com/rust-lang/crates.io-index	94f90157bb87cddf702797c5dadfa0be7d266cdf49e22da2fcaa32eff75b2c33	cargo:simd_cesu8@1.1.1:crates.io
